product_id,title,content
24170,【曼谷皇家級按摩】Royal Orchid Sheraton Hotel 按摩體驗預約 - KKday,Royal Orchid Sheraton Hotel 座落於曼谷昭披耶河畔的中心地帶，附近就是繁華的商業區，適合逛街購物後，來到這裡的 Spa 釋放累積一整天的疲憊感，並享受五星級的服務，給予你皇家般的體驗。
17837,【走進大象友善園區】清邁大象自然公園一日體驗 - KKday,清邁大象自然公園 Elephant Nature Park 提倡友善大象體驗，你會進到大象的家與牠們親密互動，園區所有收入皆投注在大象保育上，你不僅能享受照顧大象的樂趣，更能為動物保育盡一分心力！
27740,【喀比叢林冒險體驗】Thai'd Up Adventures 高空飛索、ATV 沙灘車、攀岩體驗 - KKday,Thai'd Up Adventures 提供高空飛索體驗，穿梭在喀比叢林間，除此之外還有提供多種冒險體驗，像是沿繩垂降、ATV 沙灘車及攀岩活動，這裡周圍有石灰岩懸崖及高大的樹木，讓人不禁讚嘆大自然的鬼斧神工。
27345,【河內按摩體驗】TRE Boutique Massage 專業全身、足部按摩 / 臉部護理 - KKday,旅途中也需要適時休息，不妨撥空體驗專業按摩，全身、足部、指壓、臉部護理等多種選項，旅客可依照自己的需求選擇，館內人員皆經過專業訓練，服務態度良好，絕對能徹底放鬆，還能改善血液循環，幫助入睡。
21774,【絕佳按摩體驗】新山機場 Bay Spa & Massage - KKday,"位於新山機場內的 Bay Spa &amp; Massage 提供眾多專業按摩療程，館內人員態度良好，旅客可在輕柔的音樂及專業的按壓中使身心徹底放鬆。,地點絕佳，登機前及下機後皆能享受此服務，服務人員還能協助辦理登機手續，十分方便貼心。"
19193,越南峴港｜ MICHI SPA 日式水療中心 - KKday,峴港 MICHI SPA 日式水療中心以實惠價格提供多種頂級奢華按摩方案，提前預訂按摩體驗，你可以不用擔心客滿，輕鬆前往位於峴港市中心的舒適按摩空間，享受曾受日本技術專業指導的按摩師提供最優質的服務，緩解平日的疲憊與緊繃，徹底放鬆身心靈。
33153,【峴港按摩體驗】La Vie Spa 越南傳統按摩護理 - KKday,在峴港體驗 La Vie Spa Wellness &amp; Gym 獨家按摩護理！融合東方技術和越南秘製草藥而生的傳統越式按摩，讓你放​​鬆身心，美麗由內而外透出來！在經驗豐富的按摩師幫助下，享受優質的私人護理服務，消除你的全身疲勞，讓你感覺煥然一新！
28317,【經驗】巴厘島庫塔衝浪者天堂：衝浪課程體驗 - KKday,"在衝浪者天堂（巴厘島, 庫塔）不要錯過上沖浪課的機會。衝浪課程體驗每一天最多提供2堂課，上午和下午（衝浪時間因海潮而異）。住在庫塔，努沙杜瓦，水明漾或金巴蘭等市區的旅行者可獲得免費的往返接送服務。您將獲得由我們專業和友好的教練進行的理論與實踐課程，因此該課程也適合初學者。"
34191,庫塔街美食之旅 - KKday,探訪小巷的小吃攤warungs與當地人打成一片. 在當地美食廣場品嚐傳統的巴厘島街頭美食. 一邊看日落，一邊享受冰鎮啤酒或椰子飲料.
9919,【世界知名沈船潛水】土藍奔 Tulamben 潛水一日遊 - KKday,土藍奔（Tulamben）擁有峇里島著名的自由號沉船潛點 Liberty Wreck ，經過一個世紀的沈澱後，船身已成為許多海底生物的家園，漂亮的的珊瑚、海扇亦在此爭奇鬥豔。探索海底的奇幻世界之餘，你還可前往著名的海底攝影天堂 Seraya、PalongPalong 及珊瑚花園，
35396,0,0
8983,【邂逅多瑙河】匈牙利布達佩斯多瑙河啤酒遊船體驗 - KKday,乘船沿著多瑙河岸前進，一邊喝著啤酒，一邊享受徐徐微風，是將布達佩斯景觀一網打盡的最佳選擇！
21509,0,0
32085,0,0
23564,0,0
2708,【關島出海 】搭乘美人魚號，享受無敵海景 - KKday,搭乘美人魚號，幸運的話有機會看見野生海豚，在清澈的海水裡浮潛，欣賞珊瑚和魚群，探索美麗的海洋世界。
28496,0,0
26815,0,0
27132,0,0
17732,【雪梨玻璃船晚宴】 澳洲雪梨灣浪漫玻璃船晚宴 - KKday,預訂雪梨灣遊船晚宴，搭乘以精緻工藝打造的 360 度玻璃船出航，一邊品嚐美味佳餚，一邊悠閒欣賞雪梨港灣的浪漫風光；沿途你將看到經典地標——雪梨歌劇院與海港大橋，以優雅的步調，輕鬆享受美食、香醇美酒與尊榮的桌邊服務，度過美好的晚餐時光。
22418,【紐西蘭奇幻美食之旅】基督城復古電車餐廳 - KKday,懷舊電車餐廳是基督城的標誌性的特色餐廳，這輛具殖民時代風格的懷舊電車僅設有 36 個座位，提供舒適的用餐環境、最尊貴的服務以及以當季食材烹煮而成的精選佳餚。在夜幕中漫遊基督城的同時享用一頓美味的晚餐，為你的紐西蘭之旅增添獨特的記憶。
26938,0,0
11003,0,0
22138,【南投日月潭限定活動】2019 萬人泳渡日月潭一日遊 - KKday,日月潭最具歷史與規模的萬人泳渡日月潭活動集結了各國愛好游泳者，從朝霧碼頭出發至伊達邵碼頭上岸，漫游 3000 公尺仔細瀏覽日月潭的湖畔風光，泳渡完後還可在車上好好休息，無需自行駕車疲憊返回，一年一度的大型動歡迎一同共襄盛舉。
19485,台灣澎湖海底郵筒體驗｜海洋浮潛＆海底郵筒寄明信片 - KKday,澎湖是台灣離島度假聖地之一，你可在資源豐富的澎湖海域浮潛，跟著專業的教練悠遊於湛藍的海底世界，潛入水裡尋找海底郵筒，寄出親筆書寫的溫馨明信片，體驗IG最紅的澎湖海底活動，輕鬆享受水下樂趣也留下難忘的回憶！
24268,0,0
33182,【 2020 自然體驗冬令營】新北貢寮、猴硐、草嶺隧道 3 日（國小高年級、國中） - KKday,透過 KKday 預訂寒假國小、國中 3 日營隊活動，於台北火車站前集合，住宿地點距離貢寮火車站車程約 10 分鐘，在領隊的帶領下，進行草嶺古道健行、眺望龜山島及太平洋海景、自行車追風活動，晚餐製作窯烤 Pizza 享受 DIY 的樂趣，讓孩子在假期中體驗一個豐富的學習探索之旅
35559,0,0
24247,0,0
25701,新竹 2 天 1 夜｜司馬庫斯＆秀巒部落＆新光部落｜台北／桃園／新竹出發 - KKday,座落在雲和山的彼端，雲嵐煙繞的環境以大地為家，與自然共生的這一群人，被喻為「上帝的部落」司馬庫斯，少了都是煙塵的喧囂，多了山居歲月的靜謐，在這可以欣賞美景、聆聽鳥鳴、吸收芬多精、觸摸煙嵐、體會到部落裡純真的互動。北部網美秘境
22147,金門烈嶼文化深度一日遊｜百年風獅爺＆沙溪堡＆紅土溝等可選半日遊（水頭碼頭出發） - KKday,立即訂購 KKday 烈嶼（小金門）半日遊及一日遊方案，在專業領隊帶領下，導覽群島的歷史與自然文化，包含戰爭前線的陽山毋忘再莒、湖井頭戰史館、紅土溝據點等，再帶你找尋百年風獅爺，探索烈嶼文化館典藏的資產，感受這座充滿各式風情的島嶼。
33413,【中台灣經典行程】台中 - 日月潭、清境拼車一日遊 - KKday,從台中市區出發，開啟中台灣經典行程一日遊，由專業司機帶領你至日月潭乘船，遊覽雙潭水色的風景，再走進有著北歐風情的清境農場，漫步在青青草原、天空步道、小瑞士花園及老英格蘭莊園等熱門景點，再帶你返回指定地點！KKday 提供方便且輕鬆出遊的選擇。中部網美秘境
24030,0,0
24063,0,0
20890,0,0
34270,0,0
25116,0,0
10010,【愛沙尼亞上網推薦】歐洲 33 國上網 3 / 6 / 10 / 20 GB 通話（台港澳寄送） - KKday,愛沙尼亞旅遊必備！歐洲 33 國網卡帶你暢遊歐洲不斷線，提供您多國上網通話服務，無需換卡，價格比市面上以日計價的 Wi-Fi 分享器還划算，推薦給即將到歐洲壯遊的你！
35381,0,0
26617,沖繩宮古機場・下地島機場（MMY・SHI ）至當地飯店｜機場接送專車 - KKday,現在預訂沖繩宮古島・下地島機場接送服務，往返宮古島・下地島機場 MMY・SHI 至宮古島當地飯店！讓您來到宮古島不怕交通不方便！KKday 以優惠的價格為您提供便利的接送服務，自由選擇合適時段，不需研究交通路線，讓當地司機安全送您抵達目的地，提早開始旅程、輕輕鬆鬆地回家！
5260,馬來西亞亞庇國際機場 BKI 至沙巴市區｜機場接送專車 - KKday,立即預訂馬來西亞亞庇國際機場接送服務，往返亞庇國際機場 BKI 跟沙巴市區，輕鬆展開美好的沙巴旅程！
30828,0,0
26565,Transfer from Izmir Airport to centrally located Kusadasi hotels - KKday,"This private arrival transfer takes all the worry out of navigating a new city, as your driver meets you at Izmir Airport and takes you righ"
33340,土耳其丹尼茲利機場 DNZ 往返棉堡市區（含接機舉牌服務）｜機場接送專車 - KKday,預訂丹尼茲利機場（ DNZ ）到棉堡市區的接送服務，將有親切又專業的司機提供 24 小時服務，適合搭乘各時段航班的旅客選購，替你省下等待巴士的時間，解決拖帶行李轉乘的不便，省時又省力地往返丹尼茲利機場（ DNZ ）與市區！
19433,冰島凱夫拉維克機場 KEF 至雷克雅維克市區 | 機場接送 - KKday,立即訂購冰島雷克雅維克機場接送，往返冰島機場 KEF 跟雷克雅維克市區！適合搭乘紅眼班機旅客，替你省下等待機場巴士時間、解決拖帶行李轉乘不便，輕鬆零負擔直達目的地
26792,0,0
30424,0,0
29349,日本北海道新千歲機場（CTS）至札幌市區 / 郊區（單程）接送｜機場接送專車 - KKday,預訂專車新千歲機場接送服務，不必費時查詢大眾運輸時間、購買車票，或者提著行李大包小包的尋找搭車地點跟轉車。專業司機將在您指定的時間與地點舉牌等候，一下飛機即可展開旅程，省時又省力的往返新千歲機場跟市區！
12273,0,0
18976,越南峴港國際機場 DAD 至會安市區 | 機場接送共乘 - KKday,從峴港機場到市區飯店（或市區飯店到機場）的接駁小巴士，不必提著大包小包搭公共運輸，也不必負擔昂貴的包車費用，讓你用最輕鬆、最省錢、最舒適的方式開啟 / 結束你在峴港的旅程！
22823,【暢遊沖繩離島】石垣島跳島船票周遊券三日券 - KKday,渡輪KARIYUSHI周遊 3 日券 ，從石垣島到竹富島，小濱島，黑島，鳩間島，西表島的航路都可以使用。KARIYUSHI周遊 3 日券涵蓋了到每個島嶼的往返路線和時間表中的所有航班，3 日內可以自由決定每個島嶼的停留時間。前往充滿自然生態豐富及擁有歷史文化的小島，每個島嶼各有特
35204,奧會津交通 福島會津巴士一日券 BuRaRi旅觀光巴士 - KKday,立即預訂福島會津觀光巴士，BuRaRi 旅觀光巴士一日券，會津若松車站巴士總站領取！提到日本最美的橋樑，絕對不能錯過只見川第一橋樑。使用會津觀光巴士一日券，隨著觀光巴士前往拍攝只見川第一橋樑的最佳人氣拍攝景點，從至高點俯瞰只見川線電車冒著冉冉白煙奔馳在只見川第一橋樑，再搭配橋樑身
19741,【Sapa Dragon Express】河內 － 沙壩豪華巴士車票 - KKday,Sapa Dragon Express 提供舒適豪華的的座位及寬敞的空間，有人形容它是地面上的高級飛機。車上提供 Wi-Fi、瓶裝水，讓每位旅客都能享用最舒適的交通體驗！
3017,【韓國釜山交通票券】釜山夜景觀光巴士車票 - KKday,預訂韓國釜山夜景觀光巴士車票，無需煩惱任何交通問題，從釜山站搭乘單層 / 雙層觀光巴士，前往當地各大熱門景點，沿途中經由釜山港大橋，欣賞璀璨奪目的燈光秀之余，還可走訪深受年輕人喜愛的廣安里海水浴場，漫步於沙灘上飽覽壯觀的廣安大橋夜景，感受釜山迷人的城市韻味，享受放鬆的度假時光。
9856,0,0
31148,0,0
20110,會安半日遊 | 會安古鎮徒步遊 - KKday,立即訂購越南會安古鎮半日遊，跟著專業英語導覽漫步日本橋、福建會館及會安傳統手工小店！漫步在世界遺產、沈浸古城氛圍令人流連往返，一起走進會安，享受悠閒簡單的時光
20190,0,0
29851,0,0
35385,0,0
29116,0,0
32773,0,0
22764,0,0
23023,0,0
7826,【巴黎之胃】Rue Montorgueil 蒙特格尤街美食巡禮 - KKday,踏上位於巴黎舊市區 雷阿爾區（Les Halles），被稱為「巴黎之胃」的蒙特格尤大道（Rue Montorgueil），參觀眾多的老店、傳統餐廳和法式酒館，品味經典法式料理美好的滋味。
34964,0,0
34721,0,0
26774,0,0
26800,0,0
26822,0,0
26899,0,0
26923,0,0
29663,0,0
23188,【限時優惠】南台灣拼車一日遊｜佛光山、旗津老街、駁二藝術特區、墾丁｜高雄出發 - KKday,"在 KKday 預訂高雄-墾丁拼車一日遊，一次帶你走遍氣派的佛光山，旗津老街吃道地美食，再至充滿文青氣息的駁二藝術特區等知名景點，可選擇在高雄或墾丁下車，快邀請三五好友一同來參加這經濟又實惠行程吧！,--,🔥 結帳輸入優惠碼 「SOUTHERNTW9」再享9折（活動即日起至8/3"
12064,【神奈川夜景】乘坐屋形船，欣賞川崎工業區工場夜景 - KKday,工廠夜景看不完，一起加入「工廠萌」的行列！白天的廠房看似平凡無奇，到了夜晚將燈光點上後可是炫目奪人呢！坐上屋形船，巡遊神奈川川崎市的運河，浪漫的工業地帶夜景美不勝收，快來跟親朋好友一起製造美好的回憶！
29834,0,0
12354,【京都祭典巴士】SKYBUS仲夏夜浪漫行：京都七夕祭 - KKday,夏日的京都河畔，溢滿銀河的光彩，相約情人的鵲橋。獨屬於仲夏的浪漫夏風物語——京都七夕祭，今年依舊與您相約。乘坐雙層敞篷的SKYBUS，一晚上參觀巡禮「堀川」、「鴨川」兩個會場。8月4日至10日每晚運行，千萬不要錯過哦！
32636,0,0
24069,0,0
21360,【曼谷美食文化之旅】空叻瑪榮水上市場、品嚐在地小吃 - KKday,跟著當地英語導遊，前往曼谷的空叻瑪榮水上市場（Khlong Lat Mayom Floating Market），探索傳統泰國美食、感受當地人的市場文化，提供 7 種小吃讓你品嚐，行程結束時司機接送到昭披耶河畔的暹羅天地購物商場（Icon Siam），讓你繼續享受購物的樂趣。
30097,0,0
32506,0,0
32688,0,0
31337,【深圳樂園】雲里夢想樂園門票 - KKday,"雲里夢想樂園佔地面積15000平方米,位於龍崗區坂田雲智里北廣場，是一個集高科技遊樂項目、科普遊樂項目、娛樂健身項目、觀光旅遊項目於一體的綜合遊樂場。尤其是具有育教性質的小童區域將以親子為主題，打造出科學、家庭互動的新型體驗場所"
30893,【北京溫泉】春暉園溫泉門票 - KKday,春暉園溫泉度假村，位於北京市順義區美麗的溫榆河畔，春暉園佔地600餘畝。春暉園是一個以溫泉為特色，集商務會議、休閑度假、娛樂、餐飲於一體的綜合度假場所。
23459,新北大板根森林溫泉酒店｜門票＋露天 SPA＆太子西餐廳 - KKday,台灣唯一結合雨林和溫泉的雙SPA國際渡假酒店，探訪台灣唯一僅存低海拔原始雨林，沈醉大板根的自然人文風光以及頂級森の美人湯。北部網美秘境
23631,台東知本老爺酒店｜那魯灣餐廳晚餐＋泡湯（須自行電話預約） - KKday,台東知本老爺酒店臨近知本森林遊樂園區，擁有各式室內外溫泉浴場。舒適泡湯後可到飯店內「那魯灣餐廳」，在寬敞明亮的空間享用中、西、日式自助餐。透過 KKday 線上購買泡湯券與餐券，並在在現場用手機出示電子憑證，便可以優惠價格舒服泡湯，享用美食
23074,【2020澎湖花火節限定】台灣澎湖｜夜晚帆船體驗 海上賞花火享晚餐 - KKday,立即預訂澎湖夜晚帆船體驗，國際花火節必體驗限定活動！搭乘帆船觀賞最浪漫的海上煙火，航程中享用美味的披薩與炸雞，配上無限暢飲的飲品，適合情人、一群好友不可錯過的澎湖行程！
26559,0,0
28011,0,0
24514,【品品學堂手作體驗】山不枯 坪林茶園採茶體驗活動 - KKday,【山不枯】坪林安心茶園深度探尋體驗活動，進入大葉楠環抱的坪林谷地，在遠山的秋風輕拂下，將帶著你體驗，採茶、做茶、揉茶、品茶、茶點製作或植物拓印、活動限定冷泡茶及在地食材友善輕食午餐。
30492,台北新金工手作體驗｜GIFTIE 甜心禮物｜小小銀匠體驗課程 - KKday,小朋友親手繪製飾品設計圖，透過日本新金工純銀黏土材料，創作各式各樣趣味銀飾，製作過程專注力能提高學習力，更能提高創造力，輕鬆讓小朋友發揮天賦巧思，做出獨一無二令人稱羡的純銀禮物，媽媽佩戴接受讚美，同時保留孩子成長過程美好回憶。透過KKday線上訂購，獨家招待迎賓飲料好好享受體驗時
21789,台灣台北伴手禮 |愛D菇香菇脆餅禮盒|台北新北市飯店住家配送 - KKday,立即訂購外國人喜歡的台灣伴手禮愛D菇香菇脆餅，直接寄送至台北新北市住家和飯店！免排隊，立即線上購買，當日送達！輕鬆訂購透過台灣先進的農產加工技術的香菇脆餅，完整保留菇類營養，鹹香酥脆是最棒的下酒菜，精緻的禮盒包裝是送禮首選！千萬不要錯過訂購的機會！
23486,【 KKday 獨家 2020 · Last Minute Sale 】星夢郵輪世界夢號｜基隆 - 香港 2 天 1 夜移航之旅 - KKday,"KKday 獨家特惠價每人最低 NT$ 3,000 起即可登船，在清明連休假期，自台灣基隆港出航，抵達香港的單程 2 日奢華郵輪之旅遊。郵輪上免付費餐廳讓你餐餐嘗遍異國美食，多樣化船上活動，水上滑梯、高空繩索及攀岩、全方位海上美容、水療和養生中心、泡沫派對、酒吧夜生活，無論大人小"
30170,高鐵假期｜台中 2 日遊｜林酒店 - KKday,透過 KKday 購買高鐵假期美好旅程一次擁有，交通住宿一次搞定雙滿足。台中林酒店緊鄰台中新地標國家歌劇院、秋紅谷、著名商圈 TIGER CITY、新光三越、大遠百、逢甲夜市等。距離高鐵台中站僅需約 10 分鐘，是您旅遊探索台中的最佳選擇
27072,0,0
34623,0,0
10008,【Running Man冰魚探險】韓國春川Mulle-gil冰釣體驗 - KKday,跟著Running Man玩韓國，春川冰釣場新體驗！夏秋熱門的春川獨木舟Mulle，冬天一片雪白，最適合在此沏壺茶、釣冰魚，享受韓國人冬天的獨特體驗！除此之外也可選擇去搭乘春川最熱門的江村鐵道腳踏車Rail Bike，一次體驗雙重滿足！
29476,0,0
29976,【紐西蘭租車】BRITZ 三人座至高型露營車（皇后鎮取 / 基督城還） - KKday,體驗「帶著家旅行」的獨特旅遊方式。使用露營車旅行不僅在行程的規劃上更加彈性，還可以每天在不同的美景陪伴下入眠，且紐西蘭設有許多官方或私人露營地，非常適合想使用露營車旅遊的旅客。KKgift 選用擁有多年豐富經驗且信譽佳的租車公司，將帶給您一個品質保證且全然不同的旅遊體驗。
33005,【東京半日遊】台場 teamlab borderless 下午半日遊 - KKday,在 KKday 訂購東京半日遊，帶您體驗江戶東京半日遊，包含近年來備受矚目的數位藝術展覽館「teamLab Borderless」，一睹新型態的藝術作品，重新定義新型態的美感，讓您盡情徜徉創意無界限的數位藝術世界。另外還可乘坐東京灣遊覽船，悠遊東京灣，以及參觀知名的增上寺，更進一
29888,Japanese Food tour in Okinawa - KKday,"We will show you Okinawa deep food spots! (It is also possible to request the type of store you want to go to) .,It is mainly for adults and"
30737,0,0
8615,寮國永珍美食半日遊 | 永珍傳統市場徒步英語導覽 - KKday,現在預定寮國永珍美食半日遊，搭乘嘟嘟車前往永珍傳統市場品嚐寮國之名咖啡與在地小吃！探索永珍最大的傳統市場，近距離學習寮國人民的生活日常以及品嚐美味的在地小吃
34657,菲律賓宿霧私人包車一日遊 | 市區精華歷史遺跡 & 三大市集商場&皇冠大酒店刺激設施體驗 & 舒適 SPA 頂級享受 - KKday,宿霧精華市區包車一日遊，走訪聖佩德羅堡、聖嬰大教堂、麥哲倫十字架等宿霧各大歷史遺跡，前往卡邦市集、 Alaya Mall 時尚商場盡情購物、IT Park 夜市美食，皇冠大酒店體驗高空極限設施， KKday 私人包車宿霧濃縮一日遊交通免煩惱
33871,0,0
25111,【換個角度看城市日落遊】馬來西亞吉隆坡單車行體驗 - KKday,跟著在地專業英語導遊，騎著腳踏車漫遊吉隆坡（Kuala Lumpur），下午時分出發，你能欣賞城市從日落至夜晚美景，品嚐美味馬來風味小吃，在腳踏車道上安全騎乘，無須穿梭在錯綜復雜的馬路上，讓你愜意遊覽吉隆坡市容並且深入感受馬來西亞人日常生活。
9334,會安半日遊 | 會安市區機車美食景點觀光（奧黛導遊） - KKday,參與越南摩托車市區觀光半日遊，搭乘摩托車從會安市區出發，由身著傳統越南服飾的專業導遊帶你遊遍會安古鎮周圍熱門景點，乘坐在摩托車上穿梭大街小巷，與當地人一起品嚐道地的街頭美食，品味越南獨特的民間小吃，深入了解越南特色的飲食文化，享受放鬆的度假時光。
23273,0,0
30522,0,0
34630,0,0
21649,0,0
